用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
3570518785,Tina她努力不秃,广东 广州,女,未认证,普通用户,无,,信用极好,未知,未知,处女座,2013-07-22 12:41:02,230,405,2776,2447,805,250,"1,392"
6746893557,To蓝心草,北京,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-10-06 12:02:05,3,51,66,4,0,1,3
6180766212,Try-改改,其他,男,未认证,普通用户,无,念念不忘必有回响,信用一般,未知,未知, ,2017-03-25 20:21:18,1,33,27,5,2,0,3
2673182564,Twelve_answer,其他,女,未认证,普通用户,无,守得云开见月明。,信用较好,未知,未知,白羊座,2012-01-20 09:14:43,231,564,1259,685,221,25,439
1807542467,Veronica_QD,山东,女,未认证,普通用户,无,好好学习 积极向下,信用较好,未知,未知,处女座,2010-09-06 11:45:58,1112,349,9323,1.2万,"10,204","1,601",601
2001399683,Vincent沧浪,湖南 长沙,男,未认证,普通用户,无,,信用较好,未知,中南大学湘雅医学院,1990-11-11 天蝎座,2011-03-02 12:50:14,26,148,471,11,0,0,11
1044459001,Welfan,海外,男,未认证,普通用户,无,纯扯淡的地方，别当真！,信用极好,未知,未知,狮子座,2010-03-01 21:11:47,176,306,287,55,19,3,33
2522142512,X69X421X69XD,海外 美国,男,未认证,未知,无,Ph.D. in Electrical and Computer Engineering,信用较好,未知,未知,天蝎座,2011-11-08 19:24:08,283,382,2610,392,211,44,137
2644568612,XIAOLEYU在路上,上海,男,未认证,普通用户,无,无,信用较好,未知,未知, ,2012-02-01 14:17:41,242,924,41458,1207,154,484,569
6167557932,XerD1,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2017-03-06 21:49:07,18,57,591,18,0,1,17
6378205874,ZH寒冷的冬夜,甘肃,男,未认证,普通用户,无,,信用较好,未知,未知,射手座,2017-09-30 22:52:17,807,1087,14367,8159,"3,379",277,"4,503"
1775617495,Zeus_Zheng,浙江 杭州,男,未认证,普通用户,无,语料库硕士，从事语言数据量化研究。科普有趣的语言学原理和现象,信用极好,未知,浙江工商大学,摩羯座,2010-07-15 10:20:39,480,2781,11437,623,157,171,295
7544119486,Zoe_819928,其他,女,未认证,普通用户,无,无论做什么选择 都是最好的选择,信用一般,未知,未知, ,2020-12-31 17:13:15,9,141,485,220,84,7,129
7165027233,____gr69859,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2019-05-27 21:26:04,16,458,312,16,0,0,16
3963354654,___当像鸟飞往你的山,广东,女,未认证,普通用户,无,行动＞言语,信用较好,未知,未知,白羊座,2014-01-01 11:34:06,156,156,1003,2655,"1,083",9,"1,563"
6244217303,_darega,其他,男,未认证,普通用户,无,大部分是我在口嗨，勿当真,信用较好,未知,未知, ,2017-05-11 20:27:26,134,77,9140,5014,"3,221",248,"1,545"
7523459979,_姜伯约_,上海,男,未认证,普通用户,无,,信用较好,未知,未知,2003-01-14 摩羯座,2020-11-15 23:31:36,24,518,30,11,0,0,11
7295914637,acchew,其他,女,未认证,普通用户,无,想象  然后成为,信用较好,未知,未知, ,2019-08-30 15:14:43,28,380,354,288,174,0,114
1236967944,alllai,广东 广州,女,未认证,普通用户,无,,信用较好,未知,未知,,2011-08-07 18:22:14,82,1287,347,42,24,10,8
6230357098,alne-wonder,其他,男,未认证,普通用户,无,,信用较好,未知,未知,射手座,2017-05-12 17:08:50,3,279,6463,186,121,11,54
7293158450,a最初南巷,广东 惠州,女,未认证,普通用户,无,,信用较好,未知,未知,射手座,2019-08-27 18:57:34,9,330,1739,50,14,1,35
5078583940,biang丶丶丶,江苏 扬州,男,未认证,普通用户,无,,信用较好,未知,同济大学,1994-02-13 水瓶座,2014-03-19 17:14:55,47,4306,1723,63,24,8,31
2457315895,biu咔嚓咔嚓,辽宁,女,未认证,普通用户,无,人生两件大事:学习＋减肥,信用较好,未知,苏州科技大学,1999-08-25 处女座,2012-03-29 21:11:55,199,1957,2256,1274,363,5,906
2836644912,budebushuo,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2012-06-17 00:48:01,542,1043,3395,387,102,70,215
1613962150,caozenghui,北京,男,已认证,名人,互联网博主,微博工作人员。一个不断精进修行的人,信用极好,新浪网,河北工业大学,1978-03-09 双鱼座,2009-08-28 16:34:36,732115,20000,89778,339.1万,"293,559","2,302,173","794,967"
5653362187,carefree-southernhill,其他,女,未认证,普通用户,无,多读一些书 少一些心猿意马,信用较好,未知,未知,2001-08-09 狮子座,2015-07-15 16:31:49,78,183,2656,4569,"1,846",208,"2,515"
2187426475,cathy的自我,广西,女,未认证,普通用户,无,和同尘光,信用较好,未知,未知,1985-01-30 水瓶座,2011-06-20 08:58:53,217,2316,3583,261,133,11,117
5963320095,cherryJJJJ,河北,女,未认证,普通用户,无,Dream crazy,信用较好,未知,福建师范大学,2000-05-19 金牛座,2016-06-19 15:47:48,81,163,1059,2152,929,23,"1,200"
2164071817,cindy玉米猪,四川 成都,女,未认证,普通用户,无,玉米猪,信用较好,六盘水师范学院,四川农业大学,1989-07-13 巨蟹座,2011-06-05 14:20:46,165,550,4962,1093,428,48,617
7720706609,cocomelon琦琦三岁半,其他,男,未认证,普通用户,无,物是人非。,信用较好,未知,未知,1990-01-01 摩羯座,2021-11-04 17:47:40,33,66,455,1448,284,16,"1,148"
6738894967,cqyz龙王,其他,男,未认证,普通用户,无,雪是大浪漫，你是小人间。,信用较好,未知,重庆市护士学校,2019-03-16 双鱼座,2018-10-03 10:10:25,16,52,199,776,492,10,274
1793500865,e希留e,云南 丽江,男,未认证,未知,无,生活的窍门就是耐心,信用极好,未知,未知,1998-10-07 天秤座,2010-08-13 13:43:29,424,922,2507,3715,"2,473",125,"1,117"
5938795895,fitness颖儿,江西 鹰潭,女,未认证,普通用户,无,爱美，爱运动,信用较好,未知,未知,1991-09-20 处女座,2016-05-25 09:39:33,47,655,899,12,2,2,8
3892837608,flwbmdhsyqxhay,其他,女,未认证,普通用户,无,远离无脑黑，今年发大财🙏 🙏 🙏,信用较好,未知,未知, ,2013-11-12 13:53:56,24,1053,20196,3878,76,78,"3,724"
2153732974,foDDYY,广西,男,未认证,普通用户,无,岂能尽如人意，但求无愧于心。,信用极好,未知,北方工业大学,双鱼座,2011-06-01 15:40:08,927,257,17172,2万,"4,491","12,048","3,246"
1780061323,forever蓝黑,其他,男,未认证,普通用户,无,我改了简介，上一个好像已经过了将近十年。,信用较好,未知,未知,双鱼座,2010-07-20 17:33:39,203,3202,613,289,48,34,207
7006672998,free-study,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2019-02-22 23:23:33,107,749,1333,640,188,94,358
5288492735,gentlemanzha-zha_376,江苏 南京,男,未认证,普通用户,无,,信用较好,未知,未知,1995-08-31 处女座,2014-09-13 23:11:56,41,925,15370,216,3,2,211
2669771384,glucoco,广东 韶关,女,未认证,普通用户,无,今日莘莘学子明日英才栋梁,信用极好,未知,未知,1999-11-19 天蝎座,2012-01-18 17:05:37,445,1363,2935,4025,"1,514",110,"2,401"
2943386255,golat,其他,男,未认证,普通用户,无,,信用较好,未知,天津师范大学, ,2012-09-08 23:14:26,372,1102,78,418,108,70,240
2898102271,haedonghaekk,其他,男,未认证,普通用户,无,我别无所求，只想被阳光晒透。,信用较好,未知,未知,狮子座,2012-07-23 10:51:02,2,89,10301,1874,"1,512",72,290
6317162155,hatchling,上海,女,未认证,普通用户,无,路过。,信用较好,未知,未知, ,2017-07-13 23:51:20,111,848,3346,1073,344,145,584
2853100214,hexiao95,重庆 涪陵区,男,未认证,普通用户,无,,信用极好,未知,重庆理工大学,1995-07-08 巨蟹座,2012-06-27 16:35:46,380,126,3822,3120,"1,753",138,"1,229"
5844632931,hwq的懒人日记,广东,女,未认证,普通用户,无,往前,信用较好,未知,未知,2003-01-27 水瓶座,2016-01-30 17:42:15,32,246,1105,36,20,5,11
7767002747,iiiyoo,其他,女,未认证,普通用户,无,上岸成功,信用一般,未知,北京师范大学珠海校区,1998-07-07 巨蟹座,2022-06-14 10:04:01,15,93,80,65,16,4,45
5155125049,is乌兰not呼和,内蒙古 兴安盟,男,未认证,普通用户,无,放下过去，立足现在，放眼未来；求你了,信用较好,未知,山东大学青岛校区,1998-10-28 天蝎座,2014-05-26 17:01:23,67,108,173,43,8,7,28
1630758220,i飞星,北京 朝阳区,女,已认证,名人,头条文章作者,以即将赴死和永生不死的方式去生活， 以一无所知和无所不知的方式去思考……生命不息，折腾不止！,信用极好,Glu mobile,Edinburgh,金牛座,2010-07-23 22:54:27,18126,790,9470,13.5万,"37,497","8,288","88,946"
3691961915,jardinsecretdekkrie,海外,女,未认证,普通用户,无,La Poubelle🗑️🪵 镇魂,信用较好,未知,未知,水瓶座,2013-08-03 11:24:17,17,210,2150,604,482,86,36
6043179605,ketty20609,上海,女,未认证,普通用户,无,,信用较好,未知,未知, ,2016-10-12 17:35:13,49,5181,6931,401,365,3,33
7424306700,kitteniscute,其他,女,未认证,普通用户,无,想要作为普通人活下去,信用一般,未知,未知,1999-03-05 双鱼座,2020-03-30 00:22:30,19,59,3436,2877,"1,241",683,953
1107295234,kuoqi008,广东 广州,女,未认证,普通用户,无,,信用较好,未知,未知,1963-09-24 天秤座,2014-03-01 05:26:09,71,148,4346,579,389,3,187
7812143369,last多巴胺,河北 邢台,男,未认证,普通用户,无,,信用较好,未知,未知,1987-07-30 狮子座,2023-01-03 15:06:19,9,250,150,29,6,1,22
5699838216,linya吖,云南,女,未认证,普通用户,无,…,信用较好,未知,未知,1996-11-03 天蝎座,2015-09-11 19:10:39,87,1247,5659,65,9,0,56
2197921685,longeeeer,山西 忻州,男,未认证,普通用户,无,蟋蟀在堂，岁聿其莫。今我不乐，日月其除。,信用较好,未知,未知,水瓶座,2011-06-25 11:54:14,11,209,4148,630,133,68,429
5197801704,luckyX1106,内蒙古,女,未认证,普通用户,无,,信用较好,未知,未知,1998-11-06 天蝎座,2014-06-29 17:37:28,91,946,4199,8451,981,153,"7,317"
7778386333,lululolos,其他,女,未认证,普通用户,无,,信用一般,未知,未知,1994-09-12 处女座,2022-08-04 12:09:51,1,27,109,21,8,6,7
1738521024,magicRen,上海 虹口区,女,未认证,普通用户,无,,信用较好,未知,未知, ,2010-05-06 21:48:41,46,241,267,47,21,16,10
2504012571,mark燕伯伯,山西 晋中,男,未认证,未知,无,发上等愿，结中等缘，享下等福，择高处立，就平处坐，向宽处行,信用极好,未知,中北大学,1989-02-02 水瓶座,2011-12-01 17:21:48,1255,4477,9236,2436,"1,297",405,734
2801223791,minminmimini,其他,女,未认证,普通用户,无,。,信用较好,未知,未知,1995-10-13 天秤座,2012-07-20 12:02:24,380,500,4982,2.5万,"8,112","3,320","13,853"
5519311248,monkeyandbad,四川 成都,男,未认证,普通用户,无,泛滥的感情最可怕，说不出的痛苦最痛苦,信用较好,未知,兰州大学,1900-01-01 摩羯座,2015-02-14 13:58:09,318,264,436,1792,754,40,998
7373194915,neverfallseaseasea,北京,女,未认证,普通用户,无,🗑️🗑️📱📍🧩🎶胜利的秘诀就是相信自己,信用较好,未知,未知,2010-01-01 摩羯座,2020-01-16 22:51:15,20,441,5060,1810,"1,076",249,485
6180972432,nothingaaaaaabbbb,其他,女,未认证,普通用户,无,hello～,信用较好,未知,未知, ,2017-03-27 06:25:24,19,1177,6501,47,6,3,38
7489800052,nsdddnyzmyxrym233,浙江,女,未认证,普通用户,无,年年岁岁花相似，岁岁年年人不同。已见松柏摧为薪，更闻桑田变沧海。水调数声持酒听，乐安天命复奚疑。（祝你天天开心吧）,信用较好,未知,未知,1994-07-23 狮子座,2020-08-11 18:56:15,120,195,14526,6674,"1,618",818,"4,238"
3746987427,oohyiii,北京 海淀区,女,未认证,普通用户,无,Don't look back in anger.,信用较好,未知,中国农业大学,水瓶座,2013-08-27 15:50:42,211,1045,2035,8728,"3,254",44,"5,430"
6410614646,panda不达不达,其他,男,未认证,普通用户,无,科技引领潮流,信用较好,未知,未知, ,2017-11-15 22:52:19,265,1403,783,531,103,12,416
5268070466,papana555,广东 深圳,男,未认证,普通用户,无,,信用较好,未知,未知, ,2014-08-25 10:50:20,9,311,52,17,2,3,12
5902782234,potatoUo,重庆,女,未认证,普通用户,无,拧巴人的qq空间,信用较好,未知,未知,2000-08-04 狮子座,2016-04-21 22:42:42,208,826,1349,3667,"2,085",608,974
1783657284,qazx05,上海 黄浦区,女,未认证,普通用户,无,热爱生活,信用较好,未知,未知,,2010-08-01 17:57:11,386,3085,46225,1.4万,445,"12,841",369
5887581864,qch940315,河南 开封,男,未认证,普通用户,无,它有很多因素。,信用较好,上海适达餐饮管理有限公司dq冰雪皇后,未知,1994-03-15 双鱼座,2016-03-23 07:50:24,301,5892,6533,147,67,9,71
5982634785,qiieoellkxjuss,海外,女,未认证,普通用户,无,,信用一般,未知,未知,2000-04-07 白羊座,2016-07-20 06:57:57,39,711,657,190,42,11,137
5575442416,qxxyqdhgqd,海外,男,未认证,普通用户,无,take your time,信用较好,未知,兰州大学,金牛座,2015-03-29 08:54:22,46,104,651,1067,604,4,459
6480805756,r21332,海外,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-02-07 19:15:43,41,550,1064,45,28,1,16
1891948530,ramen-rice,广东,男,未认证,普通用户,无,94622634636973253223?,信用较好,未知,未知,,2010-12-11 17:36:19,0,68,89,12,1,0,11
2595660264,redwinged_blackbird,上海 普陀区,男,未认证,普通用户,无,,信用较好,未知,华东师范大学,,2011-12-08 14:25:23,106,522,212,45,14,11,20
5094049910,ruru19900711,安徽 合肥,女,未认证,普通用户,无,热爱芳疗,信用较好,未知,未知,1990-07-11 巨蟹座,2014-04-24 15:41:53,335,4389,2269,253,232,3,18
5886543337,sailiu2016,海外,男,未认证,普通用户,无,透过缝隙，听是是非非，看真真假假~,信用较好,未知,未知,天秤座,2016-03-21 22:42:01,145,359,864,64,22,23,19
6071427431,sarah-sg牧云人,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2016-11-18 10:47:35,10,234,1106,16,0,1,15
5400248504,senjoy_,浙江,女,未认证,普通用户,无,,信用较好,未知,杭州大学, ,2014-12-06 07:46:01,82,671,1395,235,18,4,213
2860211940,shadowINred,浙江,男,未认证,普通用户,无,遥遥心不再感到孤单,信用较好,未知,浙江农林大学,1998-04-16 白羊座,2012-07-04 19:09:31,595,3757,2736,7282,"1,257",265,"5,760"
5979579673,share臂猴,西藏 日喀则,男,未认证,普通用户,无,类人猿的哥哥,信用较好,未知,Kingston, ,2016-07-12 18:51:36,10,485,719,45,14,0,31
1251066717,sisterkoo,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2010-07-23 07:45:45,162,2042,40290,1302,388,244,670
1708052622,sluo桫椤,北京 海淀区,男,未认证,普通用户,无,看看都在干啥呢,信用较好,文心书院,未知,1985-07-15 巨蟹座,2010-03-10 10:43:46,1024,2624,18590,2251,568,"1,320",363
5871636259,solitudedge,其他,女,未认证,普通用户,无,镇魂,信用较好,未知,未知,摩羯座,2016-03-02 06:03:46,437,17,297,117,82,0,35
5704032680,sssiyusun,其他,女,未认证,普通用户,无,青春还很长,信用较好,未知,未知, ,2015-09-16 12:41:59,200,483,1549,1796,918,24,854
2211980825,sssleeper,上海 普陀区,女,未认证,普通用户,无,开心、自由、快乐冲浪每一天,信用较好,未知,华东师范大学, ,2011-07-01 11:21:05,4,240,734,399,202,125,72
7611248377,stop_kkkkkk,其他,女,未认证,普通用户,无,不会有永远,信用较好,未知,未知, ,2021-05-17 14:45:15,10,35,5361,237,85,4,148
1688993145,superview,广东 深圳,男,未认证,普通用户,无,,信用较好,凌阳,湖南大学,,2010-02-02 21:49:59,400,618,70117,3.8万,"1,700","33,990","2,218"
7391041740,theway1stillLoveu,江苏 南京,男,未认证,普通用户,无,记录生活和心情,信用较好,未知,南京大学, ,2020-02-12 02:32:55,3,77,208,23,13,0,10
1424092771,topdyy,其他,女,未认证,普通用户,无,人生若只如初见，何事秋风悲画扇,信用极好,未知,未知,摩羯座,2010-02-18 22:01:30,232,1705,15427,6444,702,"2,723","3,019"
1831472137,treephone,其他,男,未认证,普通用户,无,树木不言，冷暖自感。,信用较好,未知,未知,,2010-10-16 19:54:16,127,100,3592,231,167,34,30
1660202115,twity,广东 深圳,男,未认证,普通用户,无,生活在别处,信用极好,未知,未知,,2009-11-11 21:37:25,1961,553,10519,3万,"11,162","12,403","6,421"
1886882705,up_up__happy,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2014-03-02 21:02:40,396,2039,2993,161,131,0,30
6242972900,w-ok1,上海,男,未认证,普通用户,无,🐬忠于自己，简单生活☀️❤️🤐永远相信美好,信用较好,开心公司,未知,双子座,2017-05-10 16:39:26,1,96,3847,276,96,27,153
2328902272,wgfdls,广东,女,未认证,普通用户,无,,信用极好,未知,未知,1999-09-21 处女座,2011-08-22 01:00:27,400,5463,7023,253,165,21,67
6113565070,whatsinthezoo,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2017-02-11 22:27:51,139,136,480,166,79,10,77
5534392660,whob1yyes_,北京,女,未认证,普通用户,无,胡言乱语 废话可多,信用较好,未知,未知, ,2015-02-25 11:53:22,30,435,671,263,168,15,80
2137758457,womitofo,江苏,男,未认证,普通用户,无,,信用较好,未知,未知,金牛座,2011-05-16 15:43:01,193,951,24935,640,185,93,362
1827899195,woshiala,上海 杨浦区,男,未认证,普通用户,无,,信用较好,未知,未知,,2010-12-21 23:28:15,205,704,638,146,67,39,40
2597427673,wuuu2306,江西 南昌,女,未认证,普通用户,无,可得解脱处，唯神佛前，与山水间。,信用较好,未知,未知,,2012-01-31 14:13:03,213,1489,2523,774,396,176,202
7408616356,w慧xxx2007,广东,女,未认证,普通用户,无,,信用较好,未知,未知,2000-03-08 双鱼座,2020-03-08 10:48:57,1,62,1085,165,156,0,9
